ID	KOREA	JAPAN	ENGLISH	THAI
1189	%d time reduction	%d????	%d time reduction	?????? %d
1190	Pet growth accelerant	????????	Pet growth accelerant	???????????????????????????
1191	Aumenta the offense power of pet for a while	??????????????????	Aumenta the offense power of pet for a while	?????????????????????????????????????
1192	Aumenta the Defense power of pet for a while	??????????????????	Aumenta the Defense power of pet for a while	???????????????????????????????????????
1193	It is canceled because it is out of the Habilidade's range.	?????????????????????	It is canceled because it is out of the Habilidade's range.	????????? ????????????????????????????????????
1194	Pedido de Guardiao rejeitado.	???????????????	Pedido de Guardiao rejeitado.	??????????????????????????????
1195	Apprentice Nivel is not suitable.	??????????????	Apprentice Nivel is not suitable.	Nivel?????????????????????????????????
1196	Voce esta em processo de guardiao com outro Jogador, Verifique ou aguarde.	?????????????????????	Voce esta em processo de guardiao com outro Jogador, Verifique ou aguarde.	???????????????????????????????????????????????????????????
1197	Voce ja possui um guardiao, Pressione H e analise.	??????????????????????????	Voce ja possui um guardiao, Pressione H e analise.	???????????????????????????????????
1198	Voce nao pode ser um guardiao, devido Nivel abaixo de 275	????????????????????????????	Voce nao pode ser um guardiao, devido Nivel abaixo de 275	???????????????????????????????????Nivel??????????
1199	You cannot add an apprentice any more.	?????????????????????	You cannot add an apprentice any more.	????????????????????????????????
1200	You do not have guardian relationship	????????????????	You do not have guardian relationship	??????????????????????????????
1201	Ha um problema no processo de guardiao.	?????/?????????????????	Ha um problema no processo de guardiao..	??????????????? ???????/????????
1202	Guardian rejection status	???????????????	Guardian rejection status	????? ?????????????????
1203	Sistema de Guardiao ativado com Sucesso.	???????????????	Sistema de Guardiao ativado com Sucesso.	??????????????/????????????
1204	%s Abandonou o Guardiao	%s?????????????????	%s Abandonou o Guardiao	%s ?????????????????????
1205	Parabéns, %s Guadiao finalizado ao nivel 275, Recompensa: +1 de Reputacao.	%s??????160??????????????????????? ????+1??????	Parabéns, %s Guadiao finalizado ao nivel 275, Recompensa: +1 de Reputacao.	??????????????????? %s ??Nivel??? 160 ???? ?????????????????????????? ??????? +1 ?????????
1206	Ao atingir o nivel 275, o Vinculo com o guardiao %s foi finalizado.	????160????????%s???????????????????	Ao atingir o nivel 275, o Vinculo com o guardiao %s foi finalizado.	?????????????????Nivel??? 160 ???? ??????????????????????????
1207	O Guardiao vinculado ao jogador %s excedeu o limite de tempo e foi cancelado. 	%s???????????????????????????????	O Guardiao vinculado ao jogador %s excedeu o limite de tempo e foi cancelado.  	????????????????????????????????????? ????????? ?????????????????????
1208	Hibrider	???????	Hibrider	Hibrider
1209	Nao conectado	???	Nao conectado	????????????????????
1210	Voce realmente quer ser um aprendiz?	????????????????	Voce realmente quer ser um aprendiz?	?????????????????????????????????????????
1211	%s solicitou para voce o Guardiao, Voce deseja ser seu Guardiao?	%s??????????????????????????	%s solicitou para voce o Guardiao, Voce deseja ser seu Guardiao?	%s ???????????????????????? ????????? ?
1212	Sistema de Guardiao (H)	?????	Sistema de Guardiao (H)	???????????????????????????????
1213	Sold gold bar: %d	????????? : %d	Sold gold bar: %d	??? Gold Bullion ??? : %d
1214	Sold silver bar: %d	????????? : %d	Sold silver bar: %d	??? Silver Bullion ??? : %d
1215	Sold copper bar: %d	????????? : %d	Sold copper bar: %d	??? Bronze Bullion ??? : %d
1216	Sold Laim: %I64d	???????Gold : %d	Sold Laim: %d	?????? lime : %d
1217	Este e um item de Missao, deseja mesmo vende-lo?	????????????????????	Este e um item de Missao, deseja mesmo vende-lo?	???????????????????????????????????
1218	Nao pode ser usado nesta area.	???????????????????	Nao pode ser usado nesta area.	??????????????????????????
1219	Do you wish to move to first floor of Dekaren?	??????????????	Do you wish to move to first floor of Dekaren?	??????????????????????????????????? Dekaren ????????
1220	Do you wish to move to second floor of Dekaren?	??????????????	Do you wish to move to second floor of Dekaren?	????????????????????????????????? Dekaren ????????
1221	Do you wish to move to waiting room?	???????????	Do you wish to move to waiting room?	?????????????????????????????????????????
1222	Support Mode	?????	Support Mode	Support Mode
1223	Off Mode	?????	Off Mode	Off Mode
1224	Special option successfully granted.	SP????????????????	Special option successfully granted.	??????????????????????
1225	All special options are initialized.	SP?????????????????	All special options are initialized.	?????????????????????????????????????
1226	Failed to grant special options.	SP????????????????	Failed to grant special options.	???????????????????????
1227	You have not enough lime. Please check your amount of lime.	?????????????????????????????	You have not enough lime. Please check your amount of lime.	?????? lime ?????????? ????????????????????
1228	Item incorreto, por favor verifique.	???????????	Item incorreto, por favor verifique.	????????????????
1229	Please insert magic stone and item	???????????????	Please insert magic stone and item	????????????????????????
1230	Cumulative online time is 1 hour.	?????1?????????	Cumulative online time is 1 hour.	????????????????????????? 1 ???????????
1231	Cumulative online time is 3 hours. Please log off and rest.	"?????3??????????????????????????"""	Cumulative online time is 3 hours. Please log off and rest.	????????????????????????? 3 ???????????
1232	You have entered fatigue time and your in-game benefit will be reduced 50%. Please log off and rest.	"?????????????????????????????????????? ??????????????????????????"""	You have entered fatigue time and your in-game benefit will be reduced 50%. Please log off and rest.	?????????????????????????????? ????????????????????????? 50% ???????????????????
1233	You have entered health threat time and your in-game benefit will be 0. Please log off and rest.	?????????????????????????????????????????????????????????	You have entered health threat time and your in-game benefit will be 0. Please log off and rest.	????????????????????????????????????????????????? ????????????????????? ????? 0 ???????????????????????
1234	This item can't be initialized.	???????????????	This item can't be initialized.	This item can't be initialized.
1235	Currently connected server : %s	????????????%s	Currently connected server : %s	??????????????????????????????
1236	This account is currently connected. Do you wish to disconnect the existing connection?	????????????????????????????????????	This account is currently connected. Do you wish to disconnect the existing connection?	ID ?????????????????? ????????????????????????? ???????????????? ?
1237	Shutting off the game because same account logged in.	???????????????????????????????	Shutting off the game because same account logged in.	???????????????? ?????????????????????????????????????????
1238	Moebius Arena	????????	Moebius Arena	Mobius Arena
1239	PK Zone	P.K???	PK Zone	??? PK
1240	PK Zone by country	??P.K???	PK Zone by country	??? PK ?????????
1241	No ability to recover	??????	No ability to recover	??????????????????????????
1242	Do you wish to sell %d of [%s] item?	[%1%]  ????  %2% ????????	Do you wish to sell %2% of [%1%] item?	??????????????????? %2% ????? [%1%] ????
1243	You must purchase Paid Warehouse.	??????????????	You must purchase Paid Warehouse.	??????????????????????????????????
1244	You can't use this slot.	??????????????????????	You can't use this slot.	???????????????????????
1245	Taxa de Block aumenta: %d%%	?????? : %d%%	Taxa de Block aumenta: %d%%	Taxa de Block aumenta: %d%%
1246	%s Point	%s ????	%s Point	????? %s
1247	Expected date for guild Nivel decrease %02d/%02d %02d:%02d	????????????? %02d/%02d %02d:%02d	Expected date for guild Nivel decrease %02d/%02d %02d:%02d	?????? Nivel ??? Guild ??????????????? %02d/%02d %02d:%02d
1248	Already being requested.	????????	Already being requested.	??????????????????????
1249	The number of participants is incorrect.	?????????????????	The number of participants is incorrect.	?????????????????????????????????
1250	Do you wish to send participation request message?	?????????????????	Do you wish to send participation request message?	???????????????????????????????????????????
1251	%02d/%02d %02d:%02d	%02d/%02d %02d:%02d	%02d/%02d %02d:%02d	%02d/%02d %02d:%02d
1252	%d? %02d:%02d	%d? %02d:%02d	%d? %02d:%02d	%d ?????? %02d:%02d
1253	%d hour %d minute	%d? %d?	%d hour %d minute	%d ??????? %d ????
1254	%d minute	%d?	%d minute	%d ????
1255	%d second	%d?	%d second	%d ??????
1256	Request termination to %s guild	%s ?????????????	Request termination to %s guild	???????????? Guild  %s
1257	Request reconciliation to %s guild	%s ?????????????	Request reconciliation to %s guild	??????????????? Guild  %s ??????
1258	Do you wish to proceed guild Nivel up?	????????????????	Do you wish to proceed guild Nivel up?	?????????????? Nivel  Guild ????????
1259	Do you wish to dismiss your guild?	???????????	Do you wish to dismiss your guild?	?????????? Guild ??????? ?
1260	Do you really wish to dismiss your guild?	??????????????	Do you really wish to dismiss your guild?	?????????????????? Guild ???????????
1261	Ten million lime will be spent 48 hours afer joining (application). Do you wish to leave the guild?	???????????1???????????????????????	Ten million lime will be spent 48 hours afer joining (application). Do you wish to leave the guild?	????????????? ???????lime????????????? Guild ???????? ?????????????? Guild ???????
1262	Please enter guild name	??????????????	Please enter guild name	???????????? Guild 
1263	Please enter guild name with 4 ~ 20 letters.	???????2?10?????4?20???????????	Please enter guild name with 4 ~ 20 letters.	???????????? Guild  ??????? 4 ~ 20 ????????
1264	%'%s%' is not allowed in guild name.	????? %'%s%'?????????	%'%s%' is not allowed in guild name.	??????????????? %'%s%' ???????? Guild 
1265	Guild member can't request.	???????????????	Guild member can't request.	????????? Guild ???????????????????????
1266	Request to join the guild.	????????????	Request to join the guild.	?????????????? Guild 
1267	No guild is selected.	???????????????	No guild is selected.	????? Guild ???????????
1268	Guild can't be created.	????????????	Guild can't be created.	?????????????? Guild ???
1269	Your Nivel is not high enough.	????????????	Your Nivel is not high enough.	?? Nivel ??????????
1270	You have not enough lime.	?????????	You have not enough lime.	?????? lime ?????????? 
1271	Failed to create guild.	?????????????	Failed to create guild.	???????? Guild ???????
1272	Same guild name already exist.	???????????????	Same guild name already exist.	?? Guild ???????????????
1273	Guild is created.	????????????	Guild is created.	????? Guild ????
1274	The guild you searched can't be found.	??????????????	The guild you searched can't be found.	??????????? Guild ???????????
1275	Guild can't be dismissed. Please check conditions.	?????????????????????????????	Guild can't be dismissed. Please check conditions.	???????????? Guild ??? ???????????????????
1276	Guild is dismissed.	???????????	Guild is dismissed.	Guild ??????????
1277	Guild master can't leave the guild.	????????????????	Guild master can't leave the guild.	??????? Guild ???????????? Guild ???
1278	Not enough lime. Please check the amount of lime you have.	?????????????????????????	Not enough lime. Please check the amount of lime you have.	???? lime ?????????? ????????????????????
1279	You left the guild.	????????????	You left the guild.	????????? Guild ????
1280	Conditions for Nivel up do not meet. Please check Nivel up conditions.	???????????????????????????????????	Conditions for Nivel up do not meet. Please check Nivel up conditions.	????????????????Nivel????????? ????????????????????
1281	Your guild guild is now one Nivel up.	???????????????	Your guild guild is now one Nivel up.	Nivel Guild ?????????
1282	Can't find the character you recommended.	???????????????????	Can't find the character you recommended.	??????????????????????
1283	Recommendation completed.	??????????????	Recommendation completed.	???????????????
1284	The character is already a guild member.	??????????????????????	The character is already a guild member.	???????????? Guild ????????
1285	The recommendation can't be completed due to guild member limit.	?????????????????????????????	The recommendation can't be completed due to guild member limit.	??????????????????????? ??????????????????????????
1286	Under 50Lv(As an Open Event : 10Lv) can't recommend to join a guild.	50????????????????????	Under 50Lv(As an Open Event : 10Lv) can't recommend to join a guild.	Nivel ??????? 50 (?????????????????? : 10lv) ?????????????????????? Guild 
1287	Can't join guild.	????????????	Can't join guild.	????????????????? Guild ???
1288	%s% recommended to join %%%' guild.	%'%s%' ???? %s%?????????	%s% recommended to join %%%' guild.	%s% ?????????????? Guild  %%%'
1289	Recommendation to join guild completed.	??????????????????	Recommendation to join guild completed.	??????????????????? Guild ????
1290	Guild member or one who requested to join guild can't request.	???????????????????????	Guild member or one who requested to join guild can't request.	????????????? Guild ???????????????????????
1291	Failed to change Rank name.	?????????????	Failed to change Rank name.	???????????????????? Rank
1292	Rank name has changed.	????????????	Rank name has changed.	???? Rank ???????????
1293	Failed to modify notice.	????????????	Failed to modify notice.	???????????????????????????
1294	Guild notice has modified.	??????????????	Guild notice has modified.	?????? Guild ?????????????
1295	Request to join guild has approved.	????????????????	Request to join guild has approved.	?????????????????????????? Guild ????
1296	Request to join guild is not approved.	???????????????????	Request to join guild is not approved.	????????????????????????????? Guild 
1297	appointment Failed.	??????????	appointment Failed.	??????????????????
1298	Appointment completed.	????????	Appointment completed.	?????????????????
1299	Guild expell failed.	?????????????????	Guild expell failed.	????????????????
1300	Guild expell completed.	?????????????????	Guild expell completed.	???????????????????
1301	You are expelled from guild.	???????????????	You are expelled from guild.	?????????????????? Guild 
1302	Guild Nivel will go down if your guild does not meet the conditions by %02d/%02d/%02d %02d:%02d	%02d/%02d/%02d %02d:%02d???????????????????????????????	Guild Nivel will go down if your guild does not meet the conditions by %02d/%02d/%02d %02d:%02d	Nivel ??? Guild ??????????????????????????????????????? %02d/%02d/%02d %02d:%02d
1303	Guild Nivel will go down if your guild does not meet the conditions by%02d/%02d %02d:%02d	%02d/%02d %02d:%02d???????????????????????????????	Guild Nivel will go down if your guild does not meet the conditions by%02d/%02d %02d:%02d	Nivel ??? Guild ??????????????????????????????????????? %02d/%02d %02d:%02d
1304	Request to join guild denied.	????????????????	Request to join guild denied.	?????????????????????? Guild 
1305	Request to join guild canceled due to approval time limit.	???????????????????????????	Request to join guild canceled due to approval time limit.	????????????? Guild ???????????????????????????????
1306	%s accepted invitation to join guild.	%s??????????????	%s accepted invitation to join guild.	%s ?????????????????? Guild 
1307	%s turned down invitation to join guild.	%s??????????????	%s turned down invitation to join guild.	%s ??????????????????? Guild 
1308	You are expelled from guild.	?????????????????	You are expelled from guild.	??????????????? Guild 
1309	Guild dismissed.	????????????	Guild dismissed.	???????????? Guild 
1310	Request to join Guild Rank competetion has arrived.	?????????????????????	Request to join Guild Rank competetion has arrived.	????????????????????? Guild Rank ??????
1311	Guild Rank Competition is canceled.	?????????????????????	Guild Rank Competition is canceled.	?????????? Guild Rank ?????????
1312	Guild Nivel went up and it is now %s.	??????? %s?????????	Guild Nivel went up and it is now %s.	Nivel ??? Guild ?????????????????? %s.
1313	Guild Nivel went down and it is now %s.	??????? %s?????????	Guild Nivel went down and it is now %s.	Nivel ??? Guild ????????? %s.
1314	%s is appinted as %'%s%'.	%s?? %'%s%'?????????	%s is appinted as %'%s%'.	%s ?????????????????? %'%s%'
1315	%s is now a regular guild member.	%s??????????????????	%s is now a regular guild member.	%s ????????????????????????
1316	%s is now guild master.	%s????????????????????	%s is now guild master.	%s ?????????????????? Guild ????
1317	Your guild won Guild Ranking Competition and acquired %spoint. 	??????????????%s ????????????	Your guild won Guild Ranking Competition and acquired %spoint. 	Guild ??????????????????? Guild Rank ?????????????? %s ????
1318	Your guild lost Guild Ranking Competition and acquired %spoint.	??????????????%s ????????????	Your guild lost Guild Ranking Competition and acquired %spoint.	Guild ??????????????????? Guild Rank ?????????????? %s ????
1319	The Guild Ranking Competition is a draw and your guild acquired %spoint.	????????????????%s ????????????	The Guild Ranking Competition is a draw and your guild acquired %spoint.	????????????????? Guild ??????????? %s ????
1320	Failed to join Guild Ranking Competition.	???????????????????	Failed to join Guild Ranking Competition.	???????????????????????? Guild Rank Competition ???????
1321	Successfully joined Guild Ranking Competition.	?????????????????	Successfully joined Guild Ranking Competition.	???????????????????????? Guild Rank Competition ??????
1322	Can't enter Guild Ranking Competition zone.	????????????????????	Can't enter Guild Ranking Competition zone.	????????????????????????????? Guild Rank
1323	Teleporting to Guild Ranking Competition zone.	??????????????????	Teleporting to Guild Ranking Competition zone.	????????????????????????????????? Guild Rank
1324	Guild Ranking Competition is finished.	??????????????????	Guild Ranking Competition is finished.	Guild Ranking Competition ????????????????
1325	You have no item to receive.	????????????????	You have no item to receive.	????????????????????
1326	You received Nivel up coat armor	?????????????????????	You received Nivel up coat armor	???????????????????
1327	Items cannot be compounded.	?????????????	Items cannot be compounded.	?????????????????????
1328	Items are compounded	????????????	Items are compounded	???????????????????
1329	Condition is not satisfied.	?????????	Condition is not satisfied.	??????????????????
1330	Guild invasion begins.	????????????	Guild invasion begins.	??????????? Guild 
1331	Already invading the guild.	????????????	Already invading the guild.	????????????? Guild 
1332	Not enough lime.	???????????	Not enough lime.	???? lime ??????????
1333	Can't request due to incorrect role.	???????????????????	Can't request due to incorrect role.	??????????????????????? ??????????????????????
1334	You have requested reconciliaton to %s guild. Do you confirm? 	%s???????????????????????????	You have requested reconciliaton to %s guild. Do you confirm? 	?????????????????????????? Guild  %s ???????? ??????????????
1335	%s guild denied reconciliation request.	%s??????????????	%s guild denied reconciliation request.	%s ??????????????????? Guild ????????
1336	%s guild accepted reconciliation reqeust.	%s??????????????	%s guild accepted reconciliation reqeust.	%s ???????????????? Guild ????????
1337	Guild master of %s guild is off line.	%s??????????????????????????????	Guild master of %s guild is off line.	??????? Guild %s ???????????????
1338	Letter limit Exceeded (Up to 16 letters).	??????????(??8?? - ??16??)	Letter limit Exceeded (Up to 16 letters).	????????????????? (???????? 16 ???)
1339	Request will be canceled at %02d/%02d/%02d %02d:%02d.	%02d/%02d/%02d %02d:%02d ??????????????	Request will be canceled at %02d/%02d/%02d %02d:%02d.	????????????????????????? %02d/%02d/%02d %02d:%02d.
1340	Request will be canceled at %02d/%02d %02d:%02d.	%02d/%02d %02d:%02d ??????????????	Request will be canceled at %02d/%02d %02d:%02d.	????????????????????????? %02d/%02d %02d:%02d.
1341	Please input notice.	??????????????	Please input notice.	???????????????????????????
1342	Exceeds 512 byte.	512???????????	Exceeds 512 byte.	???? 512 byte
1343	Leave guild first.	???????????????	Leave guild first.	??????????? Guild ????
1344	Can't teleport to Guild Ranking Competition zone.	????????????????????	Can't teleport to Guild Ranking Competition zone.	?????????????????????? Guild Ranking Competition ???
1345	You can't put yourself on the Wanted List.	?????????????	You can't put yourself on the Wanted List.	????????????????????????????? Wanted List
1346	The character does not exist.	??????????????	The character does not exist.	????????????????????
1347	The character is already on the Wanted List.	???????????????	The character is already on the Wanted List.	???????????????? wanted list ????????
1348	Wanted List process failed.	?????????????	Wanted List process failed.	????????? Wanted list ???????
1349	Wanted List process successful.	?????????????	Wanted List process successful.	????????? Wanted list ??????
1350	Not enough lime.	???????????	Not enough lime.	???? lime ??????????
1351	Wanted List received.	???????????????	Wanted List received.	?????? Wanted list ????
1352	Receiving List now.	???????????	Receiving List now.	????????????????????????
1353	Failed	???????	Failed	???????
1354	Bounty of %d lime is returned after dedution of process fee.	??????????%d?????????????	Bounty of %d lime is returned after dedution of process fee.	?????? %d lime ??????????????????????????????
1355	Can't add any more lime to inventory.	????????????????????????????	Can't add any more lime to inventory.	????????????lime?????????????
1356	There is no bounty to receive.	???????????????	There is no bounty to receive.	?????????????????
1357	Bounty of %d lime is received.	???%d?????????????	Bounty of %d lime is received.	??????????????? %d 
1358	Bounty of %d lime is received. (remaining bounty : %d lime)	???%d?????????????(?????????%d????)	Bounty of %d lime is received. (remaining bounty : %d lime)	??????????????? %d (??????????? : %d lime)
1359	Kailipton	???	Kairipton	Kailipton
1360	Aidia	??	1360	Aidia
1361	Hibrider	????	1361	Hibrider
1362	Disconnect	???	1362	????????????????
1363	Dekardi	????????	Dekardi	Dekardi
1364	Dekaren	?????????	Dekaren	Dekaren
1365	Dekadun	??????	1365	Dekadun
1366	Shilon	???????	Shilon	Shilon
1367	Laglamia	?????	Lagramia	Lagramia
1368	Shirust	????	Shirust	Shirust
1369	Pharos	??????	Pharos	Pharos
1370	White Horn	???????????	1370	White Horn
1371	Great White Horn	??????????	1371	Great White Horn
1372	Laboratorio de Genus	?????	1372	Laboratorio de Genus
1373	Dumitron	?????	Mobius	Dumitron
1374	Guild Ranking Competition zone	???????????	Guild Ranking Competition zone	Guild Ranking Competition zone
1375	Beta	???F	Beta	Beta
1376	Delta	???E	Delta	Delta
1377	Zeta	???D	Zeta	Zeta
1378	Theta	???C	Theta	Theta
1379	Iota	???B	Iota	Iota
1380	Pi	???A	Pi	Pi
1381	Phi	???AA	Phi	Phi
1382	Chi	???S	Chi	Chi
1383	Psi	???SS	Psi	Psi
1384	This item can't be repaired.	?????????????	This item can't be repaired.	????????????????????????????
1385	Only weapons and armors can be repaired.	???????????????	Only weapons and armors can be repaired.	????????????????????????????????????????????????
1386	Durability is full.	??????????????	Durability is full.	Durability is full.
1387	You can't request to join guild because the guild member limit is full.	???????????????????????????????	You can't request to join guild because the guild member limit is full.	???????????????????? Guild ?????? ???????????????????? Guild ????????
1388	Durability repair completed.	?????????????	Durability repair completed.	Durability repair completed.
1389	Durability : %d / %d	??? : %d / %d	Durability : %d / %d	Durability : %d / %d
1390	Repair cost : %d	????:%d	Repair cost : %d	?????????? : %d
1391	%s esta solicitando um duelo. Deseja aceitar?	%s???????????????????	%s esta solicitando um duelo. Deseja aceitar?	%s ????????? ???????????
1392	%s denied your duel request.	%s????????????	%s denied your duel request.	%s ???????????????
1393	One to one fight is canceled due to no response from the opponent.	???????????????????????	One to one fight is canceled due to no reponse from the opponent.	?????????????????????????????????????????
1394	Oponente nao encontrado. 	???????????	Oponente nao encontrado. 	??????????????
1395	One to one fight is canceled because it is not started.	??????????????????????????	One to one fight is canceled because it is not started.	??????????????????????????????????????
1396	One on one fight is canceled because you are out of the one to one fight zone.	?????????????????????????	One on one fight is canceled because you are out of the one to one fight zone.	?????????????????????????????????????????????????????
1397	Voce ja esta em duelo com outro personagem.	?????????????	Voce ja esta em duelo com outro personagem.	????????????????????????????????????????????
1398	Duelo cancelado, Condicoes nao aceitas.	????????????????????????	Duelo cancelado, Condicoes nao aceitas.	????????????????????????????????????????
1399	Duelo so pode ser solicitado quando voce estiver com HP ao maximo.	?????????????????	Duelo so pode ser solicitado quando voce estiver com HP ao maximo.	???????????????????????????? HP ????
1400	Voce enviou um pedido de duelo. Aguarde a resposta...	%s????????????????????????????	Voce enviou um pedido de duelo. Aguarde a resposta...	????????????????? ???????????
1401	Voce deseja resussitar agora? Voce sera ressussitado automaticamente em 30 segundos.	???????????????30??????????????	Voce deseja resussitar agora? Voce sera ressussitado automaticamente em 30 segundos.	?????????????????????????????. ?????????????????????????
1402	Rank title %'%s%' is changed to %'%s%'	%'%s%'????%'%s%'?????????	Rank title %'%s%' is changed to %'%s%'	???? Rank ?????????? %'%s%' ???? %'%s%' 
1403	You can't request Ranking Competition.	????????????????????	You can't request Ranking Competition.	??????????????? Ranking Competition
1404	You have requested ceasig the war to %s guild. Do you confirm? 	%s?????????????????????????	You have requested ceasig the war to %s guild. Do you confirm? 	????????????????????? ?????????????????????????????? ?
1405	You lack minimum lime.	????????????????????????	You lack minimum lime.	lime ?????????????????
1406	Duelo cancelado devido a difenrenca de Nivel.	?????????????????????	Duelo cancelado devido a difenrenca de Nivel	?????????????????? ????????? Nivel ????????????
1407	Duelo de 1-1 nao e possivel nesta area	???????????	Duelo de 1-1 nao e possivel nesta area.	???????????????????????????????
1408	Durante Invasao de Guilds, Duelo nao e permito	????????????????????	Durante Invasao de Guilds, Duelo nao e permito	???????????????????????????????????? Guild 
1409	Initialization require Amiga magic stone. Please try again after checking.	??????????????????????????????	Initialization require Amiga magic stone. Please try again after checking.	?????????? Amiga magic stone ??????????? ??????????????????????????
1410	All options already applied. If you want to change, try again after initializing it.	???????????????????????????????????????	All options already applied. If you want to change, try again after initializing it.	Option??????? Apply ???? ?????????????? ??????????????????????? Initialize ????
1411	Search is possible only for guild master.	?????????????????	Search is possible only for guild master.	Only Master Guild can withdraw
1412	This item can't be initialized.	??????????????	This item can't be initialized.	This item can't be initialized.
1413	Deposito de Guild nao e possivel	???????	Deposito de Guild nao e possivel	?????????? Guild ??????
1414	Solicitacao para entrar a Guild	????????	Requsting to join guild	?????????????? Guild 
1415	Guild(G)	???	Guild(G)	Guild(G)
1416	Name of a dismissed guild can't be used.	?????????????????????	Name of a dismissed guild can't be used.	???? Guild ???????????????????????????
1417	Durabilidade: %d / %d	??? : %d / %d	Durabilidade: %d / %d	???????? : %d / %d
1418	Repair cost : %d	????:%d	Repair cost : %d	?????????? : %d
1419	Please remove Labiyong's necklace and try again.	???????????????????????????	Please remove Labiyong's necklace and try again.	??????????????????????????????? ??????????????????
1420	This item can be used Nivels between %d~%d	???????Lv%d?%d?????????	This item can be used Nivels between %d~%d	??????????????????????????Nivel %d~%d
1421	Bounce off the wall %d times.	%d???????	Bounce off the wall %d times.	?????? %d ?????
1422	* Search Result *	* ??????? *	* Search Result *	*??????????*
1423	This is still under preparation.	???????????	This is still under preparation.	??????????????????????????
1424	There is no search result for the word.	??????????????????	There is no search result for the word.	?????????????????????????
1425	Can't you stop bugging me and do it yourself?	????????????	Can't you stop bugging me and do it yourself?	???????????????????????????????
1426	Go ahead and ask anything to this Doctor 'Know It All'	????????????????\n??????????	Go ahead and ask anything to this Doctor 'Know It All'	?????????????????? ??????????????
1427	Kailipton	???	1427	Kailipton
1428	You passed the test. Please talk to the trainer again.	??????????????????????	You passed the test. Please talk to the trainer again.	???????????????????? ???????????? trainer ????????
1429	Move to next point.	???????????????	Move to next point.	???????????????????????
1430	You must follow the arrows.	?????????????????	You must follow the arrows.	????????????
1431	Move your mouse up as you holding down the right button of your mouse.	???????????????????????????	Move you mouse up as you holding down the right button of your mouse.	????????????????????????????????
1432	Move your mouse down as you holding down the right button of your mouse.	???????????????????????????	Move you mouse down as you holding down the right button of your mouse.	??????????????????????????????
1433	Move your mouse left as you holding down the right button of your mouse.	???????????????????????????	Move you mouse left as you holding down the right button of your mouse.	????????????????????????????????
1434	Move your mouse right as you holding down the right button of your mouse.	???????????????????????????	Move you mouse right as you holding down the right button of your mouse.	???????????????????????????????
1436	You must kill all the wolves.	???????	You must kill all the wolves.	?????????????????????????
1437	You must use all the Pontos.	????????????	You must use all the Pontos.	?????????????????
1438	You must bring small health potion. Go buy it ans come back.	???????'???????????	You must bring small health potion. Go buy it ans come back.	?????? small health potion ?? ???????????????????????
1439	Place small health potion in one of the quick slot and use it.	???????'????????????????????	Place small health potion in one of the quick slot and use it.	??? small health potion ?????????????????????????
1440	You must have all of the 'Training Set'. Go buy and come back.	?????????'???????????	You must have all of the 'Training Set'. Go buy and come back.	??????????? Training set ??? ???????????????????????????????
1441	You have to equip all of the 'Training Set'.	?????????'??????	You have to equip all of the 'Training Set'.	???????????? Training set ??????
1442	This button is used to check character's Nivel or status.	?????????????????????????????????	This button is used to check character's Nivel or status.	??????????????????????????????? ???Nivel??????????
1443	Open character info window by clicking 'c' key or button on the upper right corner of screen.	???????????????????????????????'c'???????????	Open character info window by clicking 'c' key or button on the upper right corner of screen.	??????????????????????????????? 'c' ?????????????????????????
1444	This button is used to check gears you are wearing or items you have.	????????????????????????????	This button is used to check gears you are wearing or items you have.	???????????????????????????????????????????????????
1445	Open inventory info window by clicking 'I' key.	??????????????????????????????'i'????????????	Open inventory info window by clicking 'I' key.	??????????????????????????? 'I' 
1446	You can Manage Habilidade Nivel. Next is pet info window, but let's skip it for now.	????????????????????????????????????????????????????????????????????	You can Manage Habilidade Nivel. Next is pet info window, but let's skip it for now.	?????????????????????? ????????????????????????????????? ?????????????
1447	Open Habilidade info window by clicking 't' key or button on the upper right corner of screen.	????????????????????????????'t'????????????	Open Habilidade info window by clicking 't' key or button on the upper right corner of screen.	???????????????????? 't' ?????????????????????????????
1448	This button is used to see your location.	????????????????????	This button is used to see your location.	???????????????????????????????
1449	Open mini map window by clicking 'm' key or button on the upper right corner of screen.	???????????????????????'m'????????????	Open mini map window by clicking 'm' key or button on the upper right corner of screen.	?????????????????????????????? 'm' ?????????????????????????????
1450	This button is used to get helpful information.	??????????????????????	This button is used to get helpful information.	????????????????????????????????
1451	Open help window by clicking 'F1' key or button on the upper right corner of screen.	?????????????????????????'F1'????????????	Open help window by clicking 'F1' key or button on the upper right corner of screen.	?????????????????????????????????????? 'f1' ????????????????????????
1452	This button is used to check your party information.	????????????????????????????????	This button is used to check your party information.	???????????????????????????????
1453	Open party window by clicking 'p' key or button on the upper right corner of screen.	??????????????????????????????'p'????????????	Open party window by clicking 'p' key or button on the upper right corner of screen.	??????????????????????????????? 'p' ????????????????????
1454	This button is used to check your guardian information.	??????????????????????????	This button is used to check your guardian information.	????????????????????????????
1455	Open guardian info window by clicking 'p' key or button on the upper right corner of screen.	?????????????????????????????????'h'????????????	Open guardian info window by clicking 'p' key or button on the upper right corner of screen.	??????????????????????????????? 'p' ????????????????????????
1456	This button is used to check your guild information.	????????????????????????	This button is used to check your guild information.	????????????????????? Guild 
1457	You can move to next stage if you close guild window.	???????????????????????	You can move to next stage if you close guild window.	?????????????????????????????????????????? Guild 
